user_id,age,gender,occupation_status,education_level,income_level,relationship_status,living_situation,country_region,ai_chatbot_platform,primary_use_case,daily_ai_chat_hours,human_social_interaction_hours,social_media_hours_daily,screen_time_total_hours,number_of_close_friends,loneliness_score,emotional_attachment_score,real_relationship_satisfaction,prefers_ai_over_humans,sleep_hours,sleep_quality_score,exercise_hours_weekly,anxiety_score,depression_score,stress_score,self_esteem_score,academic_or_work_performance_change,therapy_attendance,dependency_risk_label
U0240,34,Male,Employed Full-Time,High School,Upper-Middle,Single,With Roommates,Europe,ChatGPT,Learning,0.81,4.11,1.35,2.86,3,5.2,3.5,7.0,No,7.5,9.8,5.9,2.6,3.9,3.5,6.6,Improved,No,Low
U0241,27,Female,Employed Full-Time,High School,Lower-Middle,Single,With Family,North America,Claude,Companionship,1.8,3.4,2.9,6.89,2,7.9,6.3,3.7,Yes,5.5,5.8,3.5,9.6,7.4,6.4,4.0,Declined,Yes,High
U0242,23,Female,Student,Undergraduate,Upper-Middle,Single,With Partner,Oceania,Claude,Entertainment,0.27,5.56,1.47,4.47,6,1.9,1.7,10.0,No,9.1,8.5,8.0,1.0,1.2,1.5,9.0,Improved,No,Low
U0243,17,Female,Unemployed,High School,High,Single,With Family,Asia,Character.AI,Productivity/Work,5.34,0.99,4.2,11.08,0,9.8,10.0,2.3,No,5.7,1.9,3.9,8.5,10.0,10.0,4.5,Declined,No,High
U0244,21,Female,Student,High School,Lower-Middle,Single,With Roommates,North America,Character.AI,Companionship,1.33,4.85,3.07,7.61,6,5.3,3.1,5.7,No,5.7,7.6,6.2,2.8,4.1,4.8,5.7,Same,No,Moderate
U0245,20,Female,Unemployed,Graduate,Lower-Middle,Single,Alone,North America,ChatGPT,Entertainment,3.18,2.4,2.95,9.22,2,8.1,4.7,6.4,No,6.9,4.3,2.6,7.1,5.6,5.2,1.8,Declined,No,High
U0246,22,Male,Employed Full-Time,Postgraduate,Low,In a Relationship,Alone,North America,Claude,Productivity/Work,1.66,3.22,1.59,5.17,3,3.0,6.1,6.7,No,6.7,5.5,5.1,4.6,4.0,7.1,4.4,Same,No,Low
U0247,41,Male,Employed Full-Time,Graduate,Upper-Middle,Single,With Family,Asia,ChatGPT,Therapy-Substitute,0.85,2.42,1.92,5.75,5,4.3,1.0,8.1,No,7.5,7.9,4.5,1.0,3.0,3.9,8.4,Same,No,Low
U0248,23,Male,Employed Full-Time,Graduate,Upper-Middle,Single,With Family,Europe,Other/Multiple,Therapy-Substitute,0.63,3.0,2.37,2.59,4,5.9,5.4,6.7,No,8.0,5.2,4.0,4.3,3.8,5.4,5.2,Same,No,Low
U0249,44,Female,Unemployed,High School,Low,Single,With Partner,South America,Character.AI,Productivity/Work,0.0,5.26,1.28,4.63,8,1.0,1.0,9.9,No,7.1,9.8,7.0,1.0,2.7,2.5,8.4,Same,No,Low
U0250,19,Female,Employed Full-Time,Postgraduate,Lower-Middle,Married,With Family,Africa,ChatGPT,Productivity/Work,3.04,2.7,4.07,10.0,2,8.0,7.0,4.6,Yes,5.5,3.8,1.0,5.6,5.5,4.7,6.4,Declined,Yes,High
U0251,15,Male,Employed Full-Time,High School,Lower-Middle,Married,With Roommates,South America,Other/Multiple,Entertainment,2.5,3.06,2.34,5.75,5,2.8,5.5,2.8,Yes,7.2,7.0,4.3,2.7,3.3,5.3,5.8,Declined,No,Moderate
U0252,33,Female,Student,Postgraduate,Low,In a Relationship,With Partner,South America,ChatGPT,Companionship,0.86,5.19,2.66,5.77,3,5.0,3.4,5.2,No,5.6,5.8,3.2,4.5,4.0,5.7,5.6,Improved,No,Low
U0253,24,Non-binary,Employed Full-Time,Postgraduate,High,Single,With Family,North America,Character.AI,Therapy-Substitute,1.88,2.4,2.86,4.72,3,6.7,5.3,3.8,No,5.9,5.2,1.3,4.5,7.4,5.5,1.2,Same,No,Moderate
U0254,26,Male,Student,Graduate,Low,Single,With Family,South America,Character.AI,Learning,2.47,3.26,3.17,6.87,2,4.7,5.3,6.5,Yes,7.9,5.9,5.1,5.6,3.1,5.4,6.7,Same,No,Moderate
U0255,38,Female,Employed Part-Time,Postgraduate,Low,Divorced/Separated,With Roommates,Asia,ChatGPT,Companionship,1.72,3.49,3.34,8.15,5,6.4,5.1,2.6,No,6.5,5.9,2.9,5.0,4.3,6.7,4.9,Declined,No,High
U0256,29,Female,Employed Full-Time,Undergraduate,Lower-Middle,Single,With Partner,North America,Character.AI,Companionship,2.8,1.84,2.84,7.62,5,7.8,8.1,3.4,Yes,5.1,5.8,3.2,7.5,5.8,4.9,5.7,Declined,No,High
U0257,41,Female,Employed Full-Time,Undergraduate,Upper-Middle,Single,With Partner,Asia,Replika,Entertainment,0.73,6.17,1.24,3.9,6,1.6,2.2,6.3,No,7.6,7.8,4.3,3.4,2.1,2.8,5.7,Improved,No,Low
U0258,36,Male,Student,Undergraduate,Low,Single,Alone,North America,Replika,Productivity/Work,0.0,5.72,1.93,3.98,6,4.4,2.9,7.8,No,7.2,7.2,4.1,2.9,1.0,1.0,7.1,Same,No,Low
U0259,38,Female,Student,Undergraduate,Upper-Middle,Single,With Roommates,Asia,ChatGPT,Productivity/Work,0.0,4.73,1.94,3.87,7,1.0,1.0,10.0,Yes,7.6,8.9,6.2,2.6,1.0,2.3,9.6,Improved,No,Low
U0260,23,Non-binary,Employed Full-Time,High School,Lower-Middle,Single,With Family,Africa,Other/Multiple,Companionship,1.73,4.88,3.52,8.25,1,6.5,4.8,4.9,No,10.0,9.1,1.8,3.8,4.5,7.5,7.3,Same,No,Moderate
U0261,34,Female,Student,Undergraduate,Low,Married,With Partner,Asia,ChatGPT,Productivity/Work,2.38,4.72,2.01,5.77,1,6.8,4.7,4.3,No,7.2,6.8,3.3,4.1,5.8,4.9,5.5,Declined,Yes,Low
U0262,31,Female,Student,Postgraduate,Low,Single,With Partner,Asia,ChatGPT,Companionship,0.0,4.31,0.34,2.76,7,1.6,1.1,7.8,No,7.7,8.6,8.6,2.5,1.0,2.5,7.7,Same,No,Low
U0263,44,Non-binary,Student,High School,Lower-Middle,In a Relationship,With Family,North America,ChatGPT,Productivity/Work,5.06,1.27,3.23,9.14,2,8.0,4.8,2.7,No,6.8,3.3,0.5,5.8,6.9,8.6,4.9,Declined,No,High
U0264,31,Female,Freelancer,Graduate,Lower-Middle,Single,With Family,Asia,ChatGPT,Entertainment,1.36,4.29,1.08,5.18,3,3.2,1.6,7.6,No,7.3,6.3,7.1,1.9,2.5,3.9,7.2,Same,No,Low
U0265,40,Male,Employed Part-Time,Postgraduate,High,Single,With Family,Asia,ChatGPT,Companionship,0.0,4.9,0.0,1.68,5,2.3,1.0,10.0,Yes,8.0,10.0,9.7,1.0,1.0,1.0,10.0,Improved,No,Low
U0266,34,Female,Student,Postgraduate,Upper-Middle,Married,With Family,Asia,Other/Multiple,Productivity/Work,3.55,1.58,4.78,10.29,3,6.9,8.0,1.7,Yes,6.2,3.0,1.0,8.9,8.2,9.4,4.1,Declined,No,High
U0267,26,Female,Student,Postgraduate,High,Single,With Roommates,North America,ChatGPT,Learning,0.35,5.77,0.07,2.05,8,1.0,1.3,10.0,No,8.8,10.0,6.9,1.0,1.0,1.9,10.0,Improved,Yes,Low
U0268,44,Male,Student,Undergraduate,Lower-Middle,Married,With Family,North America,ChatGPT,Therapy-Substitute,3.44,3.44,3.93,9.13,0,5.2,6.0,2.5,Yes,7.2,5.8,0.9,5.6,6.7,6.4,4.6,Declined,Yes,High
U0269,21,Female,Employed Part-Time,Postgraduate,High,In a Relationship,With Family,South America,ChatGPT,Entertainment,1.45,3.29,2.91,5.35,3,6.7,7.9,5.8,Yes,7.8,6.8,1.0,4.4,6.3,6.0,7.7,Declined,No,Moderate
U0270,16,Non-binary,Employed Full-Time,Graduate,Lower-Middle,Single,With Family,Europe,Replika,Productivity/Work,2.67,3.5,2.8,7.8,4,5.0,4.2,4.7,No,7.8,6.8,3.9,4.7,7.6,6.3,5.3,Same,No,Moderate
U0271,17,Non-binary,Student,High School,Lower-Middle,Divorced/Separated,With Partner,North America,Claude,Entertainment,1.81,4.09,1.29,5.66,4,3.2,1.9,5.9,Yes,8.1,7.2,5.2,3.3,1.7,3.4,7.3,Declined,No,Low
U0272,31,Male,Student,Undergraduate,Low,Single,With Roommates,Asia,ChatGPT,Companionship,3.45,2.14,2.97,7.09,5,7.9,3.4,6.7,No,7.5,5.6,2.5,6.5,4.0,7.7,4.3,Declined,No,High
U0273,19,Male,Student,Graduate,Low,Married,Alone,Asia,ChatGPT,Companionship,2.54,3.44,2.68,6.62,2,6.3,7.7,4.0,Yes,7.3,4.6,1.0,5.0,8.2,8.3,4.4,Declined,Yes,High
U0274,31,Prefer not to say,Employed Full-Time,High School,Upper-Middle,Single,With Family,Europe,ChatGPT,Companionship,0.0,5.65,1.49,3.52,3,2.6,2.2,8.0,No,8.3,8.0,4.0,1.8,2.7,3.3,8.2,Improved,No,Low
U0275,38,Female,Employed Part-Time,Undergraduate,Lower-Middle,Married,With Partner,Asia,ChatGPT,Productivity/Work,2.02,2.31,4.93,8.35,2,6.6,7.5,3.7,Yes,4.9,2.8,4.2,8.2,6.1,6.7,5.4,Declined,No,High
U0276,31,Male,Student,Graduate,Low,Single,With Partner,Asia,ChatGPT,Entertainment,2.96,1.87,3.95,8.69,5,6.6,6.9,3.4,Yes,6.8,2.2,4.2,7.6,5.4,5.6,4.8,Same,Yes,High
U0277,41,Non-binary,Student,High School,Upper-Middle,In a Relationship,With Family,South America,Character.AI,Productivity/Work,2.47,5.23,3.08,9.17,3,9.0,5.2,5.2,No,8.0,6.9,4.6,4.3,4.3,4.7,4.8,Same,No,High
U0278,31,Female,Student,Undergraduate,Lower-Middle,Married,With Family,North America,ChatGPT,Therapy-Substitute,0.39,4.84,0.64,2.01,3,1.7,3.6,2.9,No,6.7,7.3,4.1,3.4,2.6,2.7,7.3,Improved,Yes,Low
U0279,16,Female,Freelancer,Graduate,Lower-Middle,Married,With Family,Asia,Character.AI,Entertainment,2.6,3.37,4.0,6.29,4,7.8,9.3,1.7,Yes,6.0,6.0,1.3,8.7,4.2,6.3,3.4,Same,No,High
U0280,16,Female,Student,Undergraduate,Lower-Middle,Married,With Family,Asia,ChatGPT,Therapy-Substitute,0.52,3.88,3.67,5.59,4,9.0,5.2,5.5,Yes,6.6,5.1,5.4,4.1,6.2,5.9,5.7,Declined,No,Moderate
U0281,42,Male,Employed Part-Time,High School,Upper-Middle,Married,Alone,Africa,Other/Multiple,Productivity/Work,1.39,3.92,1.75,4.81,6,4.1,4.5,9.6,No,7.9,8.3,7.7,1.0,1.0,1.4,7.3,Same,No,Low
U0282,36,Male,Employed Full-Time,High School,Upper-Middle,Married,With Partner,South America,Other/Multiple,Therapy-Substitute,0.0,5.9,2.35,3.86,5,4.2,4.6,8.5,No,6.8,8.3,3.7,3.1,2.2,5.2,5.0,Same,No,Low
U0283,37,Male,Student,Undergraduate,Lower-Middle,Single,Alone,Europe,Character.AI,Productivity/Work,2.86,2.7,3.18,8.31,2,5.4,6.9,3.1,Yes,6.5,6.9,2.8,6.0,5.2,5.3,3.1,Declined,No,High
U0284,19,Female,Student,Postgraduate,Lower-Middle,Single,With Partner,North America,ChatGPT,Companionship,1.84,4.7,3.26,6.08,3,6.8,5.4,6.0,No,7.4,5.9,1.7,3.8,6.8,5.7,4.4,Same,No,Moderate
U0285,15,Male,Student,High School,Lower-Middle,Single,Alone,North America,Character.AI,Learning,2.95,4.26,4.98,8.76,3,8.5,3.3,1.0,Yes,4.4,3.3,3.5,7.8,6.2,7.8,3.3,Declined,Yes,High
U0286,15,Male,Employed Full-Time,Undergraduate,Upper-Middle,Single,With Roommates,Oceania,Character.AI,Companionship,1.11,4.46,2.49,4.93,3,2.4,3.4,6.2,No,7.3,8.6,7.5,4.1,3.7,6.0,5.6,Declined,No,Low
U0287,33,Male,Employed Part-Time,High School,Lower-Middle,Single,With Roommates,Africa,Replika,Companionship,0.0,3.92,0.53,1.87,8,2.4,1.3,9.1,Yes,7.4,8.0,6.6,1.8,1.0,4.6,7.9,Same,No,Low
U0288,44,Female,Employed Full-Time,Undergraduate,Low,In a Relationship,With Family,Asia,Character.AI,Entertainment,4.09,0.0,3.8,12.01,3,8.4,10.0,1.6,Yes,3.9,2.0,4.7,8.2,9.6,10.0,1.4,Same,Yes,High
U0289,16,Female,Employed Full-Time,Graduate,Low,Single,With Family,South America,Claude,Productivity/Work,0.09,5.81,1.55,5.19,5,1.0,1.0,8.9,No,8.7,9.0,5.4,1.0,4.0,3.1,9.8,Improved,No,Low
U0290,35,Male,Student,Graduate,Lower-Middle,In a Relationship,With Roommates,Asia,Other/Multiple,Therapy-Substitute,1.86,4.8,1.04,3.23,7,2.4,3.3,7.0,No,7.6,6.5,2.6,4.5,3.5,4.4,7.4,Same,No,Low
U0291,26,Male,Freelancer,High School,Lower-Middle,Single,With Family,Asia,ChatGPT,Productivity/Work,1.53,3.11,2.98,4.58,4,5.7,5.1,7.1,Yes,7.0,6.9,5.9,4.5,4.2,4.9,5.1,Same,No,Moderate
U0292,40,Female,Employed Part-Time,Undergraduate,Upper-Middle,Single,With Family,Europe,Character.AI,Productivity/Work,1.53,3.05,3.14,6.59,5,7.9,5.3,3.7,Yes,6.9,3.1,3.1,5.0,3.6,6.5,5.6,Same,No,High
U0293,20,Male,Student,High School,Low,In a Relationship,Alone,North America,ChatGPT,Companionship,1.72,3.72,2.07,7.7,3,6.0,5.4,4.8,No,6.8,5.5,1.9,6.9,6.2,8.1,3.7,Same,No,High
U0294,37,Male,Freelancer,Undergraduate,Lower-Middle,Married,With Partner,Africa,ChatGPT,Productivity/Work,5.99,2.45,5.64,14.3,0,10.0,10.0,3.4,No,4.7,2.6,4.0,8.8,7.7,8.7,2.8,Declined,Yes,High
U0295,18,Male,Employed Full-Time,Graduate,Upper-Middle,In a Relationship,Alone,Asia,Character.AI,Productivity/Work,0.77,3.9,3.09,5.83,4,6.0,1.7,5.9,No,7.7,6.0,3.2,2.6,2.8,4.8,6.4,Same,No,Moderate
U0296,37,Male,Employed Full-Time,High School,Upper-Middle,In a Relationship,With Roommates,North America,ChatGPT,Entertainment,0.29,4.91,0.27,2.1,2,2.9,2.8,5.6,No,8.4,10.0,3.4,4.8,3.3,5.3,7.2,Same,No,Low
U0297,25,Male,Employed Part-Time,Undergraduate,Lower-Middle,Single,Alone,Africa,Claude,Productivity/Work,2.35,4.06,2.76,8.19,6,4.2,2.9,8.2,Yes,6.2,8.0,5.2,4.8,3.0,4.3,7.8,Same,No,Low
U0298,38,Female,Employed Part-Time,Undergraduate,Lower-Middle,In a Relationship,With Roommates,Africa,ChatGPT,Learning,0.66,4.39,2.52,5.36,3,4.8,5.3,8.0,No,8.0,6.5,2.4,3.9,3.2,3.5,7.3,Same,No,Low
U0299,41,Male,Employed Full-Time,Postgraduate,Lower-Middle,Single,Alone,Asia,Character.AI,Companionship,1.28,3.56,3.27,8.28,6,4.8,4.8,3.3,No,6.8,6.5,5.6,4.1,4.8,6.2,4.8,Same,No,Low
U0300,31,Female,Student,Postgraduate,High,Single,With Partner,North America,Character.AI,Productivity/Work,0.86,4.56,1.68,2.85,8,1.1,1.0,7.8,No,8.2,9.3,3.5,2.2,1.1,2.3,8.3,Same,No,Low
U0301,20,Male,Student,High School,Low,Single,Alone,Europe,Replika,Therapy-Substitute,3.89,2.68,4.71,11.02,2,6.4,5.9,4.4,No,6.6,5.2,3.4,5.7,4.1,6.8,4.9,Same,No,Moderate
U0302,38,Female,Unemployed,Graduate,High,Single,Alone,Asia,Character.AI,Learning,1.47,3.75,2.74,5.65,2,6.6,5.9,7.0,No,6.6,7.5,4.0,4.9,5.3,5.9,6.5,Declined,Yes,Moderate
U0303,19,Female,Student,Undergraduate,Upper-Middle,Single,With Roommates,Africa,Claude,Companionship,0.97,4.54,0.96,4.35,7,3.8,1.1,8.5,No,8.4,9.5,5.9,1.3,2.3,3.2,9.1,Improved,No,Low
U0304,34,Male,Student,Undergraduate,Lower-Middle,Divorced/Separated,Alone,Africa,Character.AI,Therapy-Substitute,2.53,2.48,2.49,7.28,2,8.3,7.0,4.3,No,6.0,5.1,0.9,6.3,5.3,3.7,4.9,Declined,No,High
U0305,16,Female,Employed Full-Time,Graduate,Low,Divorced/Separated,With Family,Asia,Character.AI,Entertainment,0.0,6.7,0.75,3.26,7,3.6,2.5,7.9,No,8.5,8.3,4.7,2.1,1.5,4.6,7.0,Improved,No,Low
U0306,20,Male,Employed Full-Time,Postgraduate,Lower-Middle,Single,With Family,Asia,ChatGPT,Companionship,0.16,6.2,0.29,3.43,5,4.1,2.7,7.8,No,8.9,10.0,7.5,2.4,1.0,2.9,8.0,Improved,No,Low
U0307,36,Non-binary,Employed Full-Time,Postgraduate,Lower-Middle,Single,With Family,Asia,Character.AI,Entertainment,0.69,2.95,2.81,6.88,6,5.7,5.2,7.5,No,6.4,5.1,3.6,4.6,5.0,5.9,5.5,Declined,No,Low
U0308,25,Male,Freelancer,Undergraduate,Low,Single,With Partner,Africa,Claude,Companionship,0.0,6.8,0.47,4.42,6,1.0,1.0,8.5,No,8.1,8.4,4.4,1.0,2.6,2.6,7.4,Improved,No,Low
U0309,30,Male,Student,Undergraduate,Upper-Middle,Single,With Family,Asia,Character.AI,Entertainment,4.79,3.98,3.42,10.22,4,8.1,5.9,4.2,Yes,6.3,5.1,2.6,5.6,6.4,6.4,6.4,Same,Yes,High
U0310,30,Male,Student,Graduate,High,Married,With Family,North America,Claude,Learning,0.0,7.02,0.0,1.46,10,1.0,1.0,10.0,Yes,9.3,10.0,5.5,1.0,1.0,1.0,10.0,Improved,Yes,Low
U0311,15,Prefer not to say,Student,Undergraduate,Lower-Middle,Single,With Roommates,North America,Character.AI,Therapy-Substitute,0.08,4.42,0.61,1.47,6,4.3,3.8,6.3,No,8.9,5.4,2.0,1.0,2.7,2.8,8.3,Improved,No,Low
U0312,23,Female,Unemployed,Undergraduate,Upper-Middle,Married,With Family,Europe,ChatGPT,Productivity/Work,4.39,1.45,3.2,10.03,3,7.0,10.0,5.1,No,4.4,1.4,1.8,8.3,6.3,7.6,2.6,Declined,No,High
U0313,42,Female,Employed Full-Time,Undergraduate,Low,Single,Alone,Asia,ChatGPT,Companionship,0.0,4.98,3.98,6.82,3,2.5,2.5,7.4,No,6.2,7.3,5.0,1.7,3.0,4.0,7.0,Same,No,Low
U0314,41,Male,Student,Graduate,Lower-Middle,Divorced/Separated,With Family,Asia,ChatGPT,Learning,0.22,3.72,1.82,2.7,4,2.9,3.3,8.1,No,7.3,10.0,5.7,2.9,1.6,3.6,7.8,Improved,No,Low
U0315,20,Female,Employed Part-Time,High School,Low,Single,With Partner,Africa,Replika,Productivity/Work,3.09,3.7,3.71,9.95,2,8.0,8.8,2.2,No,6.3,4.2,3.2,3.7,6.5,8.3,2.6,Same,No,High
U0316,30,Male,Unemployed,High School,Upper-Middle,Married,With Partner,Africa,Claude,Companionship,0.54,6.25,1.63,4.07,4,5.4,3.8,8.5,No,6.7,6.5,5.9,3.6,3.6,3.3,8.1,Improved,No,Low
U0317,43,Female,Unemployed,Postgraduate,High,Single,With Partner,Europe,ChatGPT,Therapy-Substitute,1.46,3.12,4.82,7.02,4,5.3,6.5,5.5,No,6.6,6.1,3.0,5.1,6.6,5.1,5.1,Same,Yes,Moderate
U0318,17,Male,Unemployed,High School,Upper-Middle,In a Relationship,Alone,Asia,Character.AI,Productivity/Work,2.78,3.85,2.06,5.99,1,8.7,6.1,4.9,No,5.5,6.4,5.8,6.2,7.1,7.7,2.8,Declined,No,High
U0319,34,Male,Student,Undergraduate,Low,Single,With Roommates,Asia,Character.AI,Companionship,2.01,3.06,2.92,5.98,2,4.6,7.8,7.5,Yes,6.3,4.9,2.2,5.6,5.5,8.1,6.2,Same,No,Moderate
U0320,42,Male,Employed Part-Time,High School,Lower-Middle,Single,With Family,Europe,Character.AI,Companionship,0.86,4.88,0.0,1.93,8,4.4,1.8,8.2,No,9.2,9.6,5.3,1.0,1.0,1.1,10.0,Improved,No,Low
U0321,41,Female,Employed Full-Time,High School,Lower-Middle,Married,With Family,Asia,ChatGPT,Companionship,0.0,5.76,0.0,2.57,3,1.8,3.3,7.0,No,7.1,7.8,7.2,3.4,2.9,3.8,9.6,Same,Yes,Low
U0322,18,Female,Unemployed,High School,Lower-Middle,Married,With Family,Africa,ChatGPT,Therapy-Substitute,3.92,2.59,4.48,11.26,0,10.0,10.0,1.0,Yes,4.8,2.3,0.2,10.0,10.0,10.0,1.0,Declined,Yes,High
U0323,33,Male,Employed Part-Time,High School,Upper-Middle,Married,Alone,Europe,ChatGPT,Therapy-Substitute,1.0,6.5,2.42,7.12,5,5.0,3.4,6.9,Yes,7.5,6.8,4.4,3.7,2.7,4.8,7.2,Same,Yes,Low
U0324,40,Female,Employed Part-Time,Graduate,Upper-Middle,In a Relationship,Alone,Asia,ChatGPT,Productivity/Work,6.3,1.05,4.69,12.29,2,10.0,9.5,1.0,Yes,5.9,1.9,1.0,10.0,10.0,10.0,1.0,Declined,Yes,High
U0325,17,Male,Employed Full-Time,Undergraduate,Upper-Middle,Married,Alone,Africa,ChatGPT,Entertainment,4.16,2.98,4.6,11.11,2,7.7,9.5,3.4,No,5.8,4.4,3.7,8.0,7.0,7.9,3.6,Declined,No,High
U0326,33,Female,Student,Postgraduate,Lower-Middle,Single,With Family,Africa,ChatGPT,Entertainment,2.42,3.74,3.13,6.9,1,4.9,6.9,7.1,No,6.1,6.4,3.6,5.4,4.7,2.7,7.1,Same,No,Moderate
U0327,34,Male,Employed Full-Time,Undergraduate,Lower-Middle,Single,Alone,Asia,Character.AI,Therapy-Substitute,1.66,5.08,2.66,6.33,5,7.2,5.5,6.0,Yes,7.3,4.0,2.3,6.0,3.7,5.8,6.0,Same,Yes,High
U0328,21,Male,Freelancer,Undergraduate,Low,Single,With Roommates,North America,ChatGPT,Companionship,1.44,4.94,3.3,5.26,4,5.2,2.2,6.9,No,8.1,5.6,3.9,5.1,3.1,4.7,7.5,Same,No,Low
U0329,34,Female,Freelancer,Undergraduate,Lower-Middle,In a Relationship,Alone,Asia,Other/Multiple,Therapy-Substitute,2.05,4.9,1.82,4.74,6,6.0,4.8,4.8,Yes,8.1,5.8,4.9,3.8,3.4,6.2,4.9,Same,No,High
U0330,23,Male,Student,Undergraduate,Lower-Middle,Single,With Roommates,North America,ChatGPT,Productivity/Work,0.4,3.62,2.19,5.39,4,4.9,3.8,8.5,No,7.5,8.1,4.4,3.4,1.0,2.9,9.8,Improved,No,Low
U0331,15,Male,Student,Graduate,Upper-Middle,Single,With Family,Asia,ChatGPT,Therapy-Substitute,0.66,3.84,0.63,1.81,6,3.0,3.5,5.9,No,7.5,7.3,3.4,3.6,7.0,6.9,5.6,Same,No,Low
U0332,22,Female,Student,Undergraduate,Upper-Middle,In a Relationship,With Roommates,Europe,ChatGPT,Therapy-Substitute,0.0,6.31,1.24,3.85,5,1.0,2.4,9.9,No,8.7,7.7,4.2,2.3,1.0,2.3,5.4,Improved,No,Low
U0333,21,Non-binary,Employed Part-Time,Undergraduate,Low,Married,Alone,Africa,ChatGPT,Productivity/Work,0.36,6.28,0.83,2.51,5,1.1,1.7,8.3,No,8.2,9.4,7.5,2.2,1.0,2.0,6.0,Improved,Yes,Low
U0334,32,Male,Employed Part-Time,Graduate,Lower-Middle,Single,With Family,North America,Claude,Learning,1.96,3.47,2.62,4.65,0,7.3,7.3,5.0,Yes,7.3,5.3,2.3,6.9,6.8,6.3,3.9,Declined,Yes,Moderate
U0335,22,Male,Student,Postgraduate,Low,Single,With Family,Asia,ChatGPT,Companionship,0.75,5.89,1.29,1.49,5,1.0,1.0,9.7,No,8.7,10.0,5.8,1.9,1.0,3.5,7.5,Improved,No,Low
U0336,15,Female,Employed Full-Time,Graduate,Low,Single,With Roommates,Europe,Other/Multiple,Therapy-Substitute,2.29,2.37,2.65,8.4,3,7.3,6.4,5.5,No,8.1,4.4,4.0,6.3,5.8,5.2,4.4,Same,Yes,Moderate
U0337,25,Male,Unemployed,Undergraduate,Upper-Middle,Single,With Partner,Asia,Claude,Companionship,0.0,6.02,2.34,2.43,7,2.2,1.0,10.0,No,9.2,9.5,4.2,1.0,1.0,2.5,7.8,Improved,No,Low
U0338,42,Male,Employed Part-Time,Graduate,Low,Single,Alone,South America,Character.AI,Learning,2.88,3.35,0.7,5.51,4,6.0,6.3,3.5,Yes,4.8,3.8,3.3,4.7,6.2,5.1,5.2,Declined,Yes,High
U0339,39,Male,Employed Full-Time,Undergraduate,Lower-Middle,In a Relationship,With Family,North America,Character.AI,Companionship,0.68,4.47,2.54,5.58,6,3.6,4.7,5.9,No,6.8,9.0,6.5,4.3,3.5,4.6,7.1,Same,No,Low
U0340,39,Female,Employed Full-Time,Undergraduate,Low,In a Relationship,With Partner,Asia,Replika,Companionship,2.85,1.58,3.86,7.4,2,8.9,9.1,1.7,Yes,4.6,4.7,2.3,6.4,7.6,5.4,3.7,Declined,No,High
U0341,32,Female,Employed Full-Time,High School,Upper-Middle,In a Relationship,With Roommates,Asia,Character.AI,Productivity/Work,1.17,4.1,1.89,4.51,5,3.9,4.1,6.9,No,6.7,5.2,4.7,4.9,5.1,5.4,5.8,Same,Yes,Low
U0342,37,Male,Student,Undergraduate,Lower-Middle,Single,Alone,Europe,Replika,Productivity/Work,0.0,6.12,0.0,2.48,9,1.0,1.0,8.1,No,8.1,10.0,6.7,1.0,1.0,1.4,10.0,Improved,No,Low
U0343,44,Male,Employed Full-Time,High School,Low,Married,Alone,Asia,ChatGPT,Companionship,0.4,1.96,2.38,5.08,5,4.2,3.7,6.8,No,7.9,7.6,5.8,4.4,4.5,5.3,5.9,Same,No,Low
U0344,24,Male,Employed Full-Time,Undergraduate,Lower-Middle,Single,With Family,Europe,ChatGPT,Therapy-Substitute,0.93,4.66,3.72,6.19,2,5.8,3.8,1.0,Yes,6.5,7.6,4.1,4.5,6.2,5.1,5.5,Same,Yes,Moderate
U0345,17,Female,Unemployed,Graduate,Upper-Middle,In a Relationship,With Roommates,Asia,Character.AI,Productivity/Work,2.3,4.31,0.7,5.23,3,3.5,3.7,7.3,No,8.3,6.1,7.9,4.6,3.6,5.4,5.6,Same,No,Low
U0346,21,Male,Employed Full-Time,High School,High,Married,With Family,Asia,Character.AI,Companionship,2.57,3.63,2.27,6.73,0,7.1,7.6,3.4,No,6.0,5.0,3.7,5.6,6.0,5.9,4.6,Same,No,High
U0347,42,Male,Employed Part-Time,High School,Low,Single,With Partner,North America,Claude,Productivity/Work,0.13,4.11,0.89,2.05,3,3.7,3.9,5.9,Yes,7.1,6.5,4.0,2.4,2.3,4.9,9.3,Declined,No,Low
U0348,30,Female,Student,High School,High,Single,Alone,Africa,ChatGPT,Entertainment,0.56,5.98,0.14,3.9,3,1.3,2.0,10.0,No,6.8,10.0,7.8,3.3,2.8,3.5,8.4,Improved,No,Low
U0349,40,Male,Employed Full-Time,Postgraduate,High,Married,Alone,Africa,Claude,Therapy-Substitute,0.0,4.27,1.84,4.05,6,3.4,1.0,8.4,No,9.0,7.7,4.9,1.4,1.3,3.5,6.4,Improved,No,Low
U0350,30,Female,Student,Undergraduate,High,Single,Alone,Asia,ChatGPT,Entertainment,0.0,3.89,2.57,2.73,7,2.9,3.6,8.1,No,8.8,6.3,3.7,4.2,3.8,3.0,5.8,Same,No,Low
U0351,39,Male,Student,Undergraduate,Upper-Middle,In a Relationship,With Partner,North America,Character.AI,Therapy-Substitute,1.38,5.21,3.04,6.94,3,3.0,1.6,5.7,No,7.2,6.7,2.8,1.4,4.1,3.6,6.7,Improved,No,Low
